Name,Property_Type,Bedrooms1,Baths,Balcony,City,Location,total_sqft,Price_per_SQFT,Price
"Perugate, Sadashiv Peth,Pune",Flat,1,1,Yes,Pune,"Perugate, Sadashiv Peth,Pune",300,6670,2000000
"Sahyog Nagar, Chikhali,Pune",Independent House,4,3,Yes,Pune,"Sahyog Nagar, Chikhali,Pune",1000,8500,8500000
"Fursungi, Pune",Independent House,1,2,No,Pune,"Fursungi, Pune",700,5710,4000000
"Yewalewadi, Pune",Independent House,1,1,No,Pune,"Yewalewadi, Pune",208,9620,2000000
"HYC R,Dhanori, Pune",Flat,2,3,No,Pune,"HYC R,Dhanori, Pune",1016,6200,6300000
"Kanhe, Pune",Independent House,2,3,Yes,Pune,"Kanhe, Pune",1460,2400,3500000
"Kanhe, Pune",Villa,2,3,No,Pune,"Kanhe, Pune",1460,2400,3500000
"Sadashiv building,Bibwewadi, Pune",Flat,1,2,Yes,Pune,"Sadashiv building,Bibwewadi, Pune",400,5000,2000000
"Vetal Nagar, Hadapsar,Pune",Independent House,1,3,No,Pune,"Vetal Nagar, Hadapsar,Pune",840,3430,2880000
"NET VIEW ,Katrajnagar, Katraj,Pune",Flat,2,2,No,Pune,"NET VIEW ,Katrajnagar, Katraj,Pune",630,5080,3200000
"Varale, Pune",Flat,1,2,No,Pune,"Varale, Pune",603,4140,2500000
"Shree Krishna Nagar, Wadarvadi,Pune",Flat,1,2,Yes,Pune,"Shree Krishna Nagar, Wadarvadi,Pune",460,3040,1400000
"DHARMATMA Apartments ,Nandadeep Colony, Kalewadi,Pune",Flat,1,3,No,Pune,"DHARMATMA Apartments ,Nandadeep Colony, Kalewadi,Pune",900,2440,2200000
"E Building,Pimpri, Pune",Flat,1,2,Yes,Pune,"E Building,Pimpri, Pune",547,7310,4000000
"Shani Nagar, Ambegaon Budruk,Pune",Independent House,6,3,Yes,Pune,"Shani Nagar, Ambegaon Budruk,Pune",1125,4890,5500000
"Laxmi park 2,Kondhawe-Dhawade, Pune",Flat,1,2,No,Pune,"Laxmi park 2,Kondhawe-Dhawade, Pune",560,4460,2500000
"Aishwarya Aangan,Chakan, Pune",Flat,2,3,No,Pune,"Aishwarya Aangan,Chakan, Pune",865,3700,3200000
"Daund, Pune",Independent House,2,2,No,Pune,"Daund, Pune",668,3890,2600000
"Hindustan Antibiotics Colony, Pimpri,Pune",Independent House,4,3,Yes,Pune,"Hindustan Antibiotics Colony, Pimpri,Pune",1100,8180,9000000
"Vitthal Vihar Brahman Ali Saswad,Sopan Nagar, Saswad,Pune",Flat,1,2,Yes,Pune,"Vitthal Vihar Brahman Ali Saswad,Sopan Nagar, Saswad,Pune",645,3410,2200000
"Chandrangan,Tanaji Nagar, Ambegaon Pathar,Pune",Flat,1,2,Yes,Pune,"Chandrangan,Tanaji Nagar, Ambegaon Pathar,Pune",500,3200,1600000
"Dropada,Kondhawe-Dhawade, Pune",Flat,1,2,No,Pune,"Dropada,Kondhawe-Dhawade, Pune",639,4620,2950000
"Jadhav Nagar, Vadgaon Budruk,Pune",Flat,1,1,No,Pune,"Jadhav Nagar, Vadgaon Budruk,Pune",230,7610,1750000
"Nerhe, Pune",Independent House,2,3,No,Pune,"Nerhe, Pune",980,7650,7500000
"Dropada ,Kondhawe-Dhawade, Pune",Flat,2,2,Yes,Pune,"Dropada ,Kondhawe-Dhawade, Pune",639,4690,3000000
"Chakan, Pune",Flat,1,2,Yes,Pune,"Chakan, Pune",615,3250,2000000
"Chakan, Pune",Flat,1,2,Yes,Pune,"Chakan, Pune",448,3350,1500000
"Aapla Ghar Ranjangaon,Ranjangaon, Pune",Flat,1,2,No,Pune,"Aapla Ghar Ranjangaon,Ranjangaon, Pune",434,3460,1500000
"galaxy avenue,Hindustan Antibiotics Colony, Pimpri,Pune",Flat,2,3,Yes,Pune,"galaxy avenue,Hindustan Antibiotics Colony, Pimpri,Pune",1012,4940,5000000
"Mountbatan Camp, Pune",Flat,1,2,Yes,Pune,"Mountbatan Camp, Pune",495,3640,1800000
"Gurudev datt heights,Uruli Devachi, Pune",Flat,1,2,No,Pune,"Gurudev datt heights,Uruli Devachi, Pune",500,3000,1500000
"Vighnaharta hights,Kolhewadi, Pune",Flat,1,2,Yes,Pune,"Vighnaharta hights,Kolhewadi, Pune",500,4000,2000000
"Sai Shakti,Vighnaharta Nagar, Katraj,Pune",Flat,1,1,Yes,Pune,"Sai Shakti,Vighnaharta Nagar, Katraj,Pune",365,3640,1330000
"Aapla Ghar,Ranjangaon, Pune",Flat,1,2,No,Pune,"Aapla Ghar,Ranjangaon, Pune",434,3230,1400000
"Uruli Kanchan, Pune",Flat,2,3,No,Pune,"Uruli Kanchan, Pune",965,3630,3500000
"Trishul Housing Society, Saswad,Pune",Flat,2,3,No,Pune,"Trishul Housing Society, Saswad,Pune",1080,3700,4000000
"Upper Indira Nagar, Bibwewadi,Pune",Independent House,1,1,No,Pune,"Upper Indira Nagar, Bibwewadi,Pune",275,6540,1800000
"Manjari Budruk, Pune",Villa,2,3,Yes,Pune,"Manjari Budruk, Pune",950,7890,7500000
"Nath Shrushti,Ambegaon, Pune",Flat,1,2,No,Pune,"Nath Shrushti,Ambegaon, Pune",540,3520,1900000
"Kesnand, Pune",Independent House,1,3,No,Pune,"Kesnand, Pune",824,3880,3200000
"Karegaon, Pune",Flat,1,1,No,Pune,"Karegaon, Pune",380,3950,1500000
"Hingane Home Colony, Karve Nagar,Pune",Independent House,4,3,No,Pune,"Hingane Home Colony, Karve Nagar,Pune",1500,4000,6000000
"Indipandent house,Bapodi Gaothan, Bopodi,Pune",Independent House,1,2,No,Pune,"Indipandent house,Bapodi Gaothan, Bopodi,Pune",500,3400,1700000
"Nanda recidency ,Uruli Kanchan, Pune",Flat,2,3,Yes,Pune,"Nanda recidency ,Uruli Kanchan, Pune",925,3780,3500000
"Alandi, Pune",Independent House,1,2,No,Pune,"Alandi, Pune",500,5400,2700000
"SKF Colony, Chinchwad,Pune",Independent House,1,3,Yes,Pune,"SKF Colony, Chinchwad,Pune",1350,7040,9500000
"Aapla Ghar Shikrapur Township,Shikrapur, Pune",Flat,1,2,No,Pune,"Aapla Ghar Shikrapur Township,Shikrapur, Pune",500,3300,1650000
"Sankalp society,Shikrapur, Pune",Independent House,1,3,No,Pune,"Sankalp society,Shikrapur, Pune",1000,2100,2100000
"Vighnaharta resydency ,Uttam Nagar, Pune",Flat,2,3,No,Pune,"Vighnaharta resydency ,Uttam Nagar, Pune",1000,3200,3200000
"Salwe Nagar, Yerawada,Pune",Independent House,1,1,Yes,Pune,"Salwe Nagar, Yerawada,Pune",300,6670,2000000
"Ram Nagar, Pimple Gurav,Pune",Independent House,2,3,Yes,Pune,"Ram Nagar, Pimple Gurav,Pune",1000,6000,6000000
"Vitthal Nagar, Warje,Pune",Independent House,1,2,Yes,Pune,"Vitthal Nagar, Warje,Pune",492,2640,1300000
"Shreekanth,Ambegaon, Pune",Flat,2,3,Yes,Pune,"Shreekanth,Ambegaon, Pune",878,3990,3500000
"Rajgurunagar, Pune",Flat,1,1,Yes,Pune,"Rajgurunagar, Pune",166,8430,1400000
"Warulwadi, Narayangaon,Pune",Independent House,3,3,Yes,Pune,"Warulwadi, Narayangaon,Pune",1660,4100,6800000
"Siddhartha Nagar, Wagholi,Pune",Independent House,1,2,Yes,Pune,"Siddhartha Nagar, Wagholi,Pune",500,2000,1000000
"Savitri Audumbar ,Mahadev Nagar, Dhayari,Pune",Flat,3,3,No,Pune,"Savitri Audumbar ,Mahadev Nagar, Dhayari,Pune",1307,5890,7700000
"Urbangram Society,Kondhawe-Dhawade, Pune",Flat,2,3,Yes,Pune,"Urbangram Society,Kondhawe-Dhawade, Pune",900,5550,5000000
"Parvati Park,Jambhe, Pune",Flat,2,2,Yes,Pune,"Parvati Park,Jambhe, Pune",630,8890,5600000
"Kotwal Nagar, Kiwale,Pune",Independent House,2,3,Yes,Pune,"Kotwal Nagar, Kiwale,Pune",1200,2920,3500000
"Vivek Nagar, Dhankawadi,Pune",Flat,2,3,Yes,Pune,"Vivek Nagar, Dhankawadi,Pune",810,5060,4100000
"Audumbar niwas,Sathe Colony, Shukrawar Peth,Pune",Flat,1,2,Yes,Pune,"Audumbar niwas,Sathe Colony, Shukrawar Peth,Pune",450,9550,4300000
"Vadar Wadi, Vishrantwadi,Pune",Independent House,6,1,No,Pune,"Vadar Wadi, Vishrantwadi,Pune",384,9110,3500000
"Anand Vithoba,Nana Peth, Ganesh Peth,Pune",Flat,1,2,Yes,Pune,"Anand Vithoba,Nana Peth, Ganesh Peth,Pune",560,8910,4990000
"Gajraj ,Chandrabhaga Nagar, Dhankawadi,Pune",Flat,1,2,No,Pune,"Gajraj ,Chandrabhaga Nagar, Dhankawadi,Pune",420,4760,1999000
"Meeranagar park,Meera Nagar, Koregaon Park,Pune",Flat,1,2,Yes,Pune,"Meeranagar park,Meera Nagar, Koregaon Park,Pune",750,9470,7100000
"Gondhale nagar onkar apartment ,Gadital, Hadapsar,Pune",Flat,1,2,No,Pune,"Gondhale nagar onkar apartment ,Gadital, Hadapsar,Pune",550,5090,2800000
"Grande View 7,Ambegaon, Pune",Flat,2,3,No,Pune,"Grande View 7,Ambegaon, Pune",1019,7360,7500000
"BSK Krushnakamal Reshidensy ,Sangurdi Gaon, Pune",Flat,2,3,No,Pune,"BSK Krushnakamal Reshidensy ,Sangurdi Gaon, Pune",824,3640,3000000
"Rambagh Colony, Rahatani,Pune",Flat,1,2,No,Pune,"Rambagh Colony, Rahatani,Pune",622,4660,2900000
"Chakradhar heights ,Ambegaon Bk, Pune",Flat,1,2,No,Pune,"Chakradhar heights ,Ambegaon Bk, Pune",627,4310,2700000
"Perugate, Sadashiv Peth,Pune",Flat,1,1,Yes,Pune,"Perugate, Sadashiv Peth,Pune",312,9620,3000000
"Sai Nagar, Mamurdi,Pune",Independent House,3,3,Yes,Pune,"Sai Nagar, Mamurdi,Pune",1350,4070,5500000
"Hingne Khurd, Pune",Independent House,1,2,Yes,Pune,"Hingne Khurd, Pune",500,2400,1200000
"Karvengar ,Hingne Budrukh, Karve Nagar,Pune",Independent House,1,2,No,Pune,"Karvengar ,Hingne Budrukh, Karve Nagar,Pune",500,3400,1700000
"Forest Castle,Ambegaon, Pune",Flat,1,2,No,Pune,"Forest Castle,Ambegaon, Pune",550,3910,2150000
"Samrudhi complex,Industrial Area, Nanded,Pune",Flat,1,2,Yes,Pune,"Samrudhi complex,Industrial Area, Nanded,Pune",450,3780,1700000
"Shivraj Nagar, Bibwewadi,Pune",Flat,1,2,Yes,Pune,"Shivraj Nagar, Bibwewadi,Pune",470,7230,3400000
"Bhukum, Pune",Flat,1,2,Yes,Pune,"Bhukum, Pune",412,3150,1300000
"Mangadewadi, Pune",Flat,1,2,No,Pune,"Mangadewadi, Pune",565,3360,1900000
"ganga nagar,Bhekrai Nagar, Fursungi,Pune",Independent House,3,4,Yes,Pune,"ganga nagar,Bhekrai Nagar, Fursungi,Pune",2112,3550,7500000
"Dhayari Village, Dhayari,Pune",Independent House,4,3,No,Pune,"Dhayari Village, Dhayari,Pune",1400,5710,8000000
"The Lake District ,Yewalewadi, Pune",Flat,3,3,No,Pune,"The Lake District ,Yewalewadi, Pune",1586,4410,7000000
"Aapla Ghar Lonikand ,Lonikand, Pune",Flat,1,2,Yes,Pune,"Aapla Ghar Lonikand ,Lonikand, Pune",650,3850,2500000
"siddivinayk residency ,Sant Tukaram Nagar, New Sangvi,Pune",Independent House,1,2,No,Pune,"siddivinayk residency ,Sant Tukaram Nagar, New Sangvi,Pune",620,8220,5100000
"Shubhankur mangalwar peth,Mangalwar Peth, Kasba Peth,Pune",Flat,2,2,Yes,Pune,"Shubhankur mangalwar peth,Mangalwar Peth, Kasba Peth,Pune",755,7950,6000000
"Koregaon Mul, Pune",Flat,2,3,No,Pune,"Koregaon Mul, Pune",965,3730,3600000
"Meeta Nagar, Kondhwa,Pune",Independent House,2,3,Yes,Pune,"Meeta Nagar, Kondhwa,Pune",910,5490,5000000
"Shreetej,Ram Nagar, Pimple Gurav,Pune",Flat,1,1,No,Pune,"Shreetej,Ram Nagar, Pimple Gurav,Pune",250,6800,1700000
"Chakan, Pune",Independent House,1,2,Yes,Pune,"Chakan, Pune",600,2750,1650000
"Kedar,Pandurang Colony, Erandwane,Pune",Flat,1,1,Yes,Pune,"Kedar,Pandurang Colony, Erandwane,Pune",270,5550,1500000
"Tukaram Nagar, Talegaon Dabhade,Pune",Flat,2,3,No,Pune,"Tukaram Nagar, Talegaon Dabhade,Pune",1050,3810,4000000
"Life Republic,Marunji, Pune",Flat,2,3,Yes,Pune,"Life Republic,Marunji, Pune",900,5330,4800000
"Vimal Heights Apartment near Utkarsh English Medium School,Shani Nagar, Ambegaon Budruk,Pune",Flat,1,1,Yes,Pune,"Vimal Heights Apartment near Utkarsh English Medium School,Shani Nagar, Ambegaon Budruk,Pune",313,5750,1800000
"Bhekrai Nagar, Fursungi,Pune",Independent House,1,2,Yes,Pune,"Bhekrai Nagar, Fursungi,Pune",575,3650,2100000
"Sangamvadi, Pune",Independent House,1,1,No,Pune,"Sangamvadi, Pune",240,4170,1000000
"Ambegaon, Pune",Flat,2,3,Yes,Pune,"Ambegaon, Pune",917,6540,6000000
"Sangamvadi, Pune",Independent House,5,4,No,Pune,"Sangamvadi, Pune",800,6250,5000000
"Rajlaxmi apartment Ganesh Nagar Bhopkhel,Ganesh Nagar, Bopkhel,Pune",Flat,2,2,No,Pune,"Rajlaxmi apartment Ganesh Nagar Bhopkhel,Ganesh Nagar, Bopkhel,Pune",776,4900,3800000
"Trimurti angan ,Deshmukhwadi, Shivane,Pune",Flat,1,2,No,Pune,"Trimurti angan ,Deshmukhwadi, Shivane,Pune",412,3640,1500000
"vimal heights near utkarsh english medium school,Ambegaon Bk, Pune",Flat,1,2,Yes,Pune,"vimal heights near utkarsh english medium school,Ambegaon Bk, Pune",514,5840,3000000
"Trimurti angan ,Dangat Vasti, Shivane,Pune",Flat,1,1,No,Pune,"Trimurti angan ,Dangat Vasti, Shivane,Pune",325,4620,1500000
"Oswal Namo Darshan,Tukaram Nagar, Talegaon Dabhade,Pune",Flat,2,3,No,Pune,"Oswal Namo Darshan,Tukaram Nagar, Talegaon Dabhade,Pune",842,3920,3300000
"Tanish Orchid ,Charholi Budruk, Pune",Flat,1,2,Yes,Pune,"Tanish Orchid ,Charholi Budruk, Pune",645,4340,2800000
"Siddhi house,Fursungi, Pune",Independent House,2,2,No,Pune,"Siddhi house,Fursungi, Pune",580,2590,1500000
"Manjari Budruk, Pune",Independent House,2,3,No,Pune,"Manjari Budruk, Pune",1500,4330,6500000
"Bund Garden, Sangamvadi,Pune",Independent House,1,1,No,Pune,"Bund Garden, Sangamvadi,Pune",300,6670,2000000
"Mauli Vihar,Alandi, Pune",Flat,1,2,Yes,Pune,"Mauli Vihar,Alandi, Pune",625,4640,2900000
"Nav Vrundavan Soc,Bopodi, Pune",Flat,2,2,No,Pune,"Nav Vrundavan Soc,Bopodi, Pune",800,10000,8000000
"Playtor ,Rajgurunagar, Pune",Flat,1,1,No,Pune,"Playtor ,Rajgurunagar, Pune",320,4380,1400000
"Bhagyalaxmi Apartment,Uttam Nagar, Pune",Flat,1,2,Yes,Pune,"Bhagyalaxmi Apartment,Uttam Nagar, Pune",525,5710,3000000
"Bhagyalaxmi Apartment,Uttam Nagar, Pune",Flat,1,2,Yes,Pune,"Bhagyalaxmi Apartment,Uttam Nagar, Pune",500,3200,1600000
"Suyog Kunj Apartment,Samarth Nagar, New Sangvi,Pune",Flat,1,2,Yes,Pune,"Suyog Kunj Apartment,Samarth Nagar, New Sangvi,Pune",630,4130,2600000
"Aryan Cooperative Housing Society,Shivane, Pune",Flat,1,2,Yes,Pune,"Aryan Cooperative Housing Society,Shivane, Pune",555,4680,2600000
"Vighnaharta Nagar, Katraj,Pune",Villa,4,3,Yes,Pune,"Vighnaharta Nagar, Katraj,Pune",1730,3760,6500000
"Unique Tower,Kondhwa, Pune",Flat,1,1,No,Pune,"Unique Tower,Kondhwa, Pune",270,2590,700000
"Mohan Nagar, Dhankawadi,Pune",Independent House,1,1,No,Pune,"Mohan Nagar, Dhankawadi,Pune",350,2000,700000
"Shivleela ,Perugate, Sadashiv Peth,Pune",Flat,1,2,No,Pune,"Shivleela ,Perugate, Sadashiv Peth,Pune",500,12000,6000000
"Kohinoor Abhimaan,Shirgaon, Pune",Flat,1,2,No,Pune,"Kohinoor Abhimaan,Shirgaon, Pune",432,5320,2300000
"Shravak Nivas,Trishul Housing Society, Saswad,Pune",Flat,2,3,No,Pune,"Shravak Nivas,Trishul Housing Society, Saswad,Pune",830,3390,2811000
"Lavale, Pirangut,Pune",Flat,3,3,Yes,Pune,"Lavale, Pirangut,Pune",1098,3640,4000000
"ganga pahse 1,Shirur, Pune",Flat,1,2,No,Pune,"ganga pahse 1,Shirur, Pune",560,2770,1550000
"Classic nest rajgurunagar,Rajgurunagar, Pune",Flat,1,2,Yes,Pune,"Classic nest rajgurunagar,Rajgurunagar, Pune",565,2570,1450000
"Snehankit ,Vivek Nagar, Dhankawadi,Pune",Flat,1,2,Yes,Pune,"Snehankit ,Vivek Nagar, Dhankawadi,Pune",425,3530,1500000
"Sahyog Nagar, Chikhali,Pune",Independent House,1,2,Yes,Pune,"Sahyog Nagar, Chikhali,Pune",570,5260,3000000
"Suvidha Dnyanganga,Wadgaon Budruk, Narhe,Pune",Flat,1,2,No,Pune,"Suvidha Dnyanganga,Wadgaon Budruk, Narhe,Pune",573,6200,3550000
"Nerhe, Pune",Flat,1,2,Yes,Pune,"Nerhe, Pune",494,5460,2700000
"Nakhate Vasti, Rahatani,Pune",Flat,1,1,Yes,Pune,"Nakhate Vasti, Rahatani,Pune",390,6030,2350000
"Padmavati Nagar, Yashwantrao Chavan Nagar,Pune",Independent House,1,1,Yes,Pune,"Padmavati Nagar, Yashwantrao Chavan Nagar,Pune",350,1860,650000
"Mohini Kunj,Jadhav Nagar, Vadgaon Budruk,Pune",Independent House,1,1,Yes,Pune,"Mohini Kunj,Jadhav Nagar, Vadgaon Budruk,Pune",380,4740,1800000
"Talegaon Dhamdhere, Pune",Flat,1,2,Yes,Pune,"Talegaon Dhamdhere, Pune",550,4540,2500000
"Shivleela chambers ,Perugate, Sadashiv Peth,Pune",Flat,1,2,Yes,Pune,"Shivleela chambers ,Perugate, Sadashiv Peth,Pune",500,12000,6000000
"Sanaswadi, Pune",Independent House,1,2,Yes,Pune,"Sanaswadi, Pune",400,2500,1000000
"Anand gram,Shikrapur, Pune",Flat,1,2,No,Pune,"Anand gram,Shikrapur, Pune",440,2390,1050000
"Wanwadi, Pune",Independent House,3,3,No,Pune,"Wanwadi, Pune",840,2980,2500000
"Dattatray Niwas,Pantancha Gate, Sadashiv Peth,Pune",Flat,3,3,No,Pune,"Dattatray Niwas,Pantancha Gate, Sadashiv Peth,Pune",816,9800,8000000
"Radhika ,Wadgaon Budruk, Narhe,Pune",Flat,1,1,No,Pune,"Radhika ,Wadgaon Budruk, Narhe,Pune",355,3940,1400000
"Katrajnagar, Katraj,Pune",Independent House,2,2,Yes,Pune,"Katrajnagar, Katraj,Pune",750,6000,4500000
"sawant nagar,Vijay Nagar, Dighi,Pune",Independent House,1,2,No,Pune,"sawant nagar,Vijay Nagar, Dighi,Pune",500,4200,2100000
"laxmi kamal,Fursungi, Pune",Flat,1,1,Yes,Pune,"laxmi kamal,Fursungi, Pune",365,4110,1500000
"Nandkumar Apartment ,Pashan Gaon, Pashan,Pune",Flat,1,2,Yes,Pune,"Nandkumar Apartment ,Pashan Gaon, Pashan,Pune",537,6520,3500000
"Radhika Sahwas Raigad Apartment ,Minakshi Puram, Vadgaon Budruk,Pune",Flat,1,1,No,Pune,"Radhika Sahwas Raigad Apartment ,Minakshi Puram, Vadgaon Budruk,Pune",355,3940,1400000
"Majestique Aqua,Fursungi, Pune",Flat,1,2,No,Pune,"Majestique Aqua,Fursungi, Pune",557,5030,2800000
"Khadakwasla, Pune",Flat,1,3,Yes,Pune,"Khadakwasla, Pune",830,2530,2100000
"Mohammed Wadi, Pune",Independent House,3,2,No,Pune,"Mohammed Wadi, Pune",600,5000,3000000
"Tilekar Nagar, Kondhwa Budruk,Pune",Independent House,1,2,Yes,Pune,"Tilekar Nagar, Kondhwa Budruk,Pune",530,6600,3500000
"Tupe Vasti, Moshi,Pune",Independent House,1,2,Yes,Pune,"Tupe Vasti, Moshi,Pune",420,4760,2000000
"Bhagirathi,Vivek Nagar, Dhankawadi,Pune",Flat,1,1,No,Pune,"Bhagirathi,Vivek Nagar, Dhankawadi,Pune",375,5330,2000000
"day apartment,Sangamvadi, Pune",Flat,1,2,No,Pune,"day apartment,Sangamvadi, Pune",550,5640,3100000
"Sainikwadi, Wadgaon Sheri,Pune",Independent House,3,3,Yes,Pune,"Sainikwadi, Wadgaon Sheri,Pune",1500,4400,6600000
"Akansha Apartments,Bopodi, Pune",Flat,1,2,No,Pune,"Akansha Apartments,Bopodi, Pune",575,7300,4200000
"D Advani,Laxmi Nagar, Parvati Darshan,Pune",Flat,1,2,No,Pune,"D Advani,Laxmi Nagar, Parvati Darshan,Pune",680,4710,3200000
"Jai shankar apart ,Guruwar Peth, Pune",Flat,1,1,No,Pune,"Jai shankar apart ,Guruwar Peth, Pune",385,9090,3500000
"Chakan, Pune",Independent House,1,3,Yes,Pune,"Chakan, Pune",1000,2800,2800000
"Dynandeep Vishwa,Alandi, Pune",Flat,1,2,No,Pune,"Dynandeep Vishwa,Alandi, Pune",417,3120,1300000
"Uruli Kanchan, Pune",Independent House,1,2,Yes,Pune,"Uruli Kanchan, Pune",400,3000,1200000
"Dajikaka Anant Srishti,Jambhul, Pune",Flat,2,3,No,Pune,"Dajikaka Anant Srishti,Jambhul, Pune",1000,3200,3200000
"Saikrupa builder,Shiroli, Pune",Flat,2,2,Yes,Pune,"Saikrupa builder,Shiroli, Pune",750,3330,2500000
"Bibwewadi, Pune",Flat,1,2,Yes,Pune,"Bibwewadi, Pune",400,4880,1950000
"Shirgaon, Pune",Independent House,1,2,No,Pune,"Shirgaon, Pune",500,3000,1500000
"Prathamesh building ,Hinjewadi Phase 1, Hinjewadi,Pune",Flat,1,1,No,Pune,"Prathamesh building ,Hinjewadi Phase 1, Hinjewadi,Pune",220,6820,1500000
"vishwshanti colony 2,Shri Ram Colony, Pimple Saudagar,Pune",Flat,1,2,No,Pune,"vishwshanti colony 2,Shri Ram Colony, Pimple Saudagar,Pune",550,6730,3700000
"Yerawada, Pune",Independent House,2,1,Yes,Pune,"Yerawada, Pune",200,14000,2800000
"Mangadewadi, Pune",Flat,2,2,No,Pune,"Mangadewadi, Pune",750,8000,6000000
"Bhagwan Gautam Buddh housing society,Tilekar Nagar, Kondhwa Budruk,Pune",Flat,1,1,No,Pune,"Bhagwan Gautam Buddh housing society,Tilekar Nagar, Kondhwa Budruk,Pune",257,4470,1150000
"Uruli Kanchan, Pune",Flat,1,2,No,Pune,"Uruli Kanchan, Pune",625,2560,1600000
"Shantai home chikhli,Talawade Gaon, Talwade,Pune",Flat,1,2,No,Pune,"Shantai home chikhli,Talawade Gaon, Talwade,Pune",500,5000,2500000
"Shiv Nagar, Hadapsar,Pune",Independent House,1,2,No,Pune,"Shiv Nagar, Hadapsar,Pune",450,5550,2500000
"d kadam,Parvati Hills, Parvati Darshan,Pune",Flat,1,2,Yes,Pune,"d kadam,Parvati Hills, Parvati Darshan,Pune",685,4670,3200000
"Mohan Nagar, Dhankawadi,Pune",Flat,1,2,Yes,Pune,"Mohan Nagar, Dhankawadi,Pune",560,9290,5200000
"Kondhawe-Dhawade, Pune",Independent House,4,3,Yes,Pune,"Kondhawe-Dhawade, Pune",1600,4690,7500000
"Koregaon Mul, Pune",Flat,1,2,No,Pune,"Koregaon Mul, Pune",600,5000,3000000
"ASHISH HEIGHTS,Shirur, Pune",Flat,2,3,No,Pune,"ASHISH HEIGHTS,Shirur, Pune",970,4120,4000000
"Jadhav Nagar, Mundhwa,Pune",Independent House,8,3,Yes,Pune,"Jadhav Nagar, Mundhwa,Pune",1000,9500,9500000
"Vitthal Nagar, Warje,Pune",Independent House,1,2,No,Pune,"Vitthal Nagar, Warje,Pune",550,8180,4500000
"Shaniwar Peth, Pune",Flat,1,1,Yes,Pune,"Shaniwar Peth, Pune",320,8750,2800000
"GIRISPARSH by,Khed Shivapur, Pune",Flat,1,2,No,Pune,"GIRISPARSH by,Khed Shivapur, Pune",585,4100,2400000
"Chakan, Pune",Independent House,3,4,Yes,Pune,"Chakan, Pune",2105,4280,9000000
"Vishwanath Apartments,Nana Peth, Bhawani Peth,Pune",Flat,1,2,Yes,Pune,"Vishwanath Apartments,Nana Peth, Bhawani Peth,Pune",450,7110,3200000
"Santoshi Mata Housing Society,Ganga Nagar, Akurdi,Pune",Flat,1,2,Yes,Pune,"Santoshi Mata Housing Society,Ganga Nagar, Akurdi,Pune",610,4430,2700000
"Sahyog Nagar, Chikhali,Pune",Independent House,1,1,No,Pune,"Sahyog Nagar, Chikhali,Pune",300,10000,3000000
"Nirvana society,Kamshet, Pune",Flat,1,2,No,Pune,"Nirvana society,Kamshet, Pune",650,3850,2500000
"Samarth Nagar, New Sangvi,Pune",Independent House,2,3,Yes,Pune,"Samarth Nagar, New Sangvi,Pune",900,10550,9500000
"Suvidha Vrundavan,Khed Shivapur, Pune",Flat,1,2,No,Pune,"Suvidha Vrundavan,Khed Shivapur, Pune",558,3760,2100000
"Bramha Housing Society,Rasta Peth, Pune",Flat,1,2,No,Pune,"Bramha Housing Society,Rasta Peth, Pune",500,9600,4800000
"Kanhe, Pune",Independent House,2,3,Yes,Pune,"Kanhe, Pune",2000,3500,7000000
"Krishna ,Kharalwadi, Pimpri,Pune",Flat,1,1,No,Pune,"Krishna ,Kharalwadi, Pimpri,Pune",355,3380,1200000
"Bluebells Appt Pashan Sus Road,Pashan Gaon, Pashan,Pune",Flat,1,2,No,Pune,"Bluebells Appt Pashan Sus Road,Pashan Gaon, Pashan,Pune",550,8540,4700000
"Wadebolai,Shiraswadi, Pune",Flat,1,2,No,Pune,"Wadebolai,Shiraswadi, Pune",700,2570,1800000
"Bibwewadi, Pune",Independent House,1,2,No,Pune,"Bibwewadi, Pune",500,6000,3000000
"Dangat Vasti, Shivane,Pune",Flat,1,1,No,Pune,"Dangat Vasti, Shivane,Pune",350,3430,1200000
"Narayangaon, Pune",Flat,1,2,No,Pune,"Narayangaon, Pune",613,3420,2100000
"Kunjirwadi, Pune",Independent House,2,3,No,Pune,"Kunjirwadi, Pune",1300,4230,5500000
"Nirmal Vista,Rajgurunagar, Pune",Flat,2,2,No,Pune,"Nirmal Vista,Rajgurunagar, Pune",795,2890,2300000
"Pasalkar,Uttam Nagar, Pune",Flat,1,2,Yes,Pune,"Pasalkar,Uttam Nagar, Pune",500,4400,2200000
"Gokhalenagar, Pune",Independent House,1,2,No,Pune,"Gokhalenagar, Pune",450,12220,5500000
"Anjani Apartment ,Vighnaharta Nagar, Katraj,Pune",Flat,1,2,Yes,Pune,"Anjani Apartment ,Vighnaharta Nagar, Katraj,Pune",400,3000,1200000
"Jijau Heights,Jadhav Nagar, Vadgaon Budruk,Pune",Flat,1,2,No,Pune,"Jijau Heights,Jadhav Nagar, Vadgaon Budruk,Pune",598,4350,2600000
"falgune ,Chakan, Pune",Flat,2,2,Yes,Pune,"falgune ,Chakan, Pune",400,6250,2500000
"falgune ,Chakan, Pune",Flat,2,2,No,Pune,"falgune ,Chakan, Pune",400,6250,2500000
"sukhwani Woods,Ganesh Nagar, Dapodi,Pune",Flat,2,3,No,Pune,"sukhwani Woods,Ganesh Nagar, Dapodi,Pune",1110,6760,7500000
